id,source,referenceId,counterparty,amount,currency,date,description,type,category
B4-BNK-140,BANK,"SET4-PAY-2026-0828-1","Vertex Labs",56520.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-141,BANK,"SET4-PAY-2026-0829-2","Vanguard Data",61225.50,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-142,BANK,"SET4-PAY-2026-0829-3","Summit Edge",65931.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Summit Edge",CREDIT,"SaaS Revenue"
B4-BNK-143,BANK,"SET4-PAY-2026-0829-4","Titan Logistics",70636.50,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-144,BANK,"SET4-PAY-2026-0829-5","Solstice Networks",74663.92,INR,2026-09-01,"Net incoming transfer (0.9% bank charges deducted)",DEBIT,"License Revenue"
B4-BNK-145,BANK,"SET4-PAY-2026-0829-1","CyberCore Security",80047.50,INR,2026-09-04,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-146,BANK,"SET4-PAY-2026-0830-2","SkyBridge Co",84753.00,INR,2026-09-07,"NEFT/RTGS/UPI deposit - SkyBridge Co",CREDIT,"Support Fees"
B4-BNK-147,BANK,"SET4-PAY-2026-0830-3","Orbital Ltd",85850.00,INR,2026-09-10,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-148,BANK,"SET4-PAY-2026-0830-4","HorizonNet",90555.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-149,BANK,"SET4-PAY-2026-0830-5","Nexus Corp",95261.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-150,BANK,"","Unknown Remitter",99966.50,INR,2026-09-19,"Unidentified incoming wire transfer",CREDIT,"Services"
B4-BNK-151,BANK,"SET4-PAY-2026-0831-2","Vanguard Data",104672.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-152,BANK,"SET4-PAY-2026-0831-3","Summit Edge",103908.63,INR,2026-09-25,"Short payment under dispute",CREDIT,"SaaS Revenue"
B4-BNK-153,BANK,"SET4-PAY-2026-0831-4","Titan Logistics",114083.00,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-154,BANK,"SET4-PAY-2026-0831-5","Solstice Networks",115180.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-155,BANK,"SET4-PAY-2026-0831-1","CyberCore Security",119885.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - CyberCore Security",CREDIT,"Enterprise Contract"
B4-BNK-156,BANK,"SET4-PAY-2026-0832-2","SkyBridge Co",123469.68,INR,2026-09-10,"Net incoming transfer (0.9% bank charges deducted)",CREDIT,"Support Fees"
B4-BNK-157,BANK,"SET4-PAY-2026-0832-3","Orbital Ltd",129296.50,INR,2026-09-13,"NEFT/RTGS/UPI deposit - Orbital Ltd",CREDIT,"Project Payment"
B4-BNK-158,BANK,"SET4-PAY-2026-0832-4","HorizonNet",134002.00,INR,2026-09-16,"NEFT/RTGS/UPI deposit - HorizonNet",CREDIT,"Wire Transfer"
B4-BNK-159,BANK,"SET4-PAY-2026-0832-5","Nexus Corp",138707.50,INR,2026-09-19,"NEFT/RTGS/UPI deposit - Nexus Corp",CREDIT,"Vendor Payment"
B4-BNK-160,BANK,"SET4-PAY-2026-0832-1","Vertex Labs",143413.00,INR,2026-09-22,"NEFT/RTGS/UPI deposit - Vertex Labs",CREDIT,"Services"
B4-BNK-161,BANK,"SET4-PAY-2026-0833-2","Vanguard Data",144510.00,INR,2026-09-25,"NEFT/RTGS/UPI deposit - Vanguard Data",CREDIT,"Accounts Receivable"
B4-BNK-162,BANK,"SET4-PAY-2026-0833-3","Summit Edge",149215.50,INR,2026-09-01,"NEFT/RTGS/UPI deposit - Summit Edge",DEBIT,"SaaS Revenue"
B4-BNK-163,BANK,"SET4-PAY-2026-0833-4","Titan Logistics",153921.00,INR,2026-09-04,"NEFT/RTGS/UPI deposit - Titan Logistics",CREDIT,"Consulting"
B4-BNK-164,BANK,"SET4-PAY-2026-0833-5","Solstice Networks",158626.50,INR,2026-09-07,"NEFT/RTGS/UPI deposit - Solstice Networks",CREDIT,"License Revenue"
B4-BNK-165,BANK,"SET4-PAY-2026-0833-1","CyberCore Security",163332.00,INR,2026-09-08,"Settlement lag (±1-2 days)",CREDIT,"Enterprise Contract"
B4-INV-001,INVOICE,"SET4-PAY-2026-0801-2","Vanguard Data",24625.50,INR,2026-09-04,"INV-B4-001 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-002,INVOICE,"SET4-PAY-2026-0801-3","Summit Edge",29331.00,INR,2026-09-07,"INV-B4-002 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-003,INVOICE,"SET4-PAY-2026-0801-4","Titan Logistics",34036.50,INR,2026-09-10,"INV-B4-003 Consulting",CREDIT,"Consulting"
B4-INV-004,INVOICE,"SET4-PAY-2026-0801-5","Solstice Networks",38742.00,INR,2026-09-13,"INV-B4-004 License Revenue",CREDIT,"License Revenue"
B4-INV-005,INVOICE,"SET4-PAY-2026-0801-1","CyberCore Security",43447.50,INR,2026-09-16,"INV-B4-005 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-006,INVOICE,"SET4-PAY-2026-0802-2","SkyBridge Co",48153.00,INR,2026-09-19,"INV-B4-006 Support Fees",CREDIT,"Support Fees"
B4-INV-007,INVOICE,"SET4-PAY-2026-0802-3","Orbital Ltd",49250.00,INR,2026-09-22,"INV-B4-007 Project Payment",CREDIT,"Project Payment"
B4-INV-008,INVOICE,"SET4-PAY-2026-0802-4","HorizonNet",53955.50,INR,2026-09-25,"INV-B4-008 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-009,INVOICE,"SET4-PAY-2026-0802-5","Nexus Corp",58661.00,INR,2026-09-01,"INV-B4-009 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-010,INVOICE,"SET4-PAY-2026-0802-1","Vertex Labs",63366.50,INR,2026-09-04,"INV-B4-010 Services",CREDIT,"Services"
B4-INV-011,INVOICE,"SET4-PAY-2026-0803-2","Vanguard Data",68072.00,INR,2026-09-07,"INV-B4-011 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-012,INVOICE,"SET4-PAY-2026-0803-3","Summit Edge",72777.50,INR,2026-09-10,"INV-B4-012 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-013,INVOICE,"SET4-PAY-2026-0803-4","Titan Logistics",77483.00,INR,2026-09-13,"INV-B4-013 Consulting",CREDIT,"Consulting"
B4-INV-014,INVOICE,"SET4-PAY-2026-0803-5","Solstice Networks",78580.00,INR,2026-09-13,"INV-B4-014 License Revenue",CREDIT,"License Revenue"
B4-INV-015,INVOICE,"SET4-PAY-2026-0803-1","CyberCore Security",83285.50,INR,2026-09-19,"INV-B4-015 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-016,INVOICE,"SET4-PAY-2026-0804-2","SkyBridge Co",87991.00,INR,2026-09-22,"INV-B4-016 Support Fees",CREDIT,"Support Fees"
B4-INV-017,INVOICE,"SET4-PAY-2026-0804-3","Orbital Ltd",92696.50,INR,2026-09-25,"INV-B4-017 Project Payment",CREDIT,"Project Payment"
B4-INV-018,INVOICE,"SET4-PAY-2026-0804-4","HorizonNet",97402.00,INR,2026-09-01,"INV-B4-018 Wire Transfer",DEBIT,"Wire Transfer"
B4-INV-019,INVOICE,"SET4-PAY-2026-0804-5","Nexus Corp",102107.50,INR,2026-09-04,"INV-B4-019 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-020,INVOICE,"SET4-PAY-2026-0804-1","Vertex Labs",106813.00,INR,2026-09-07,"INV-B4-020 Services",CREDIT,"Services"
B4-INV-021,INVOICE,"SET4-PAY-2026-0805-2","Vanguard Data",107910.00,INR,2026-09-10,"INV-B4-021 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-022,INVOICE,"SET4-PAY-2026-0805-3","Summit Edge",126129.36,INR,2026-09-13,"INV-B4-022 amended GST amount",CREDIT,"SaaS Revenue"
B4-INV-023,INVOICE,"SET4-PAY-2026-0805-4","Titan Logistics",117321.00,INR,2026-09-16,"INV-B4-023 Consulting",CREDIT,"Consulting"
B4-INV-024,INVOICE,"SET4-PAY-2026-0805-5","Solstice Networks",122026.50,INR,2026-09-19,"INV-B4-024 License Revenue",CREDIT,"License Revenue"
B4-INV-025,INVOICE,"SET4-PAY-2026-0805-1","CyberCore Security",126732.00,INR,2026-09-22,"INV-B4-025 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-026,INVOICE,"SET4-PAY-2026-0806-2","SkyBridge Co",131437.50,INR,2026-09-25,"INV-B4-026 Support Fees",CREDIT,"Support Fees"
B4-INV-027,INVOICE,"SET4-PAY-2026-0806-3","Orbital Ltd",136143.00,GBP,2026-09-01,"INV-B4-027 foreign bill (GBP)",CREDIT,"Project Payment"
B4-INV-028,INVOICE,"SET4-PAY-2026-0806-4","HorizonNet",137240.00,INR,2026-09-01,"INV-B4-028 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-029,INVOICE,"SET4-PAY-2026-0806-5","Nexus Corp",141945.50,INR,2026-09-07,"INV-B4-029 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-030,INVOICE,"SET4-PAY-2026-0806-1","Vertex Labs",146651.00,INR,2026-09-10,"INV-B4-030 Services",CREDIT,"Services"
B4-INV-031,INVOICE,"SET4-PAY-2026-0807-2","Vanguard Data",151356.50,INR,2026-09-13,"INV-B4-031 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-032,INVOICE,"SET4-PAY-2026-0807-3","Summit Edge",156062.00,INR,2026-09-16,"INV-B4-032 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-033,INVOICE,"","Titan Logistics",160767.50,INR,2026-09-19,"INV-B4-033 missing GST/Tax reference",CREDIT,"Consulting"
B4-INV-034,INVOICE,"SET4-PAY-2026-0807-5","Solstice Networks",165473.00,INR,2026-09-22,"INV-B4-034 License Revenue",CREDIT,"License Revenue"
B4-INV-035,INVOICE,"SET4-PAY-2026-0807-1","CyberCore Security",166570.00,INR,2026-09-25,"INV-B4-035 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-036,INVOICE,"SET4-PAY-2026-0808-2","SkyBridge Co",171275.50,INR,2026-09-01,"INV-B4-036 Support Fees",DEBIT,"Support Fees"
B4-INV-037,INVOICE,"SET4-PAY-2026-0808-3","Orbital Ltd",175981.00,INR,2026-09-04,"INV-B4-037 Project Payment",CREDIT,"Project Payment"
B4-INV-038,INVOICE,"SET4-PAY-2026-0808-4","HorizonNet",180686.50,INR,2026-09-07,"INV-B4-038 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-039,INVOICE,"SET4-PAY-2026-0808-5","Nexus Corp",185392.00,INR,2026-09-10,"INV-B4-039 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-040,INVOICE,"SET4-PAY-2026-0808-1","Vertex Labs",190097.50,INR,2026-10-15,"INV-B4-040 future dated invoice",CREDIT,"Services"
B4-INV-041,INVOICE,"SET4-PAY-2026-0809-2","Vanguard Data",194803.00,INR,2026-09-16,"INV-B4-041 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-042,INVOICE,"SET4-PAY-2026-0809-3","Summit Edge",195900.00,INR,2026-09-16,"INV-B4-042 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-043,INVOICE,"SET4-PAY-2026-0809-4","Titan Logistics",200605.50,INR,2026-09-22,"INV-B4-043 Consulting",CREDIT,"Consulting"
B4-INV-044,INVOICE,"SET4-PAY-2026-0809-5","Solstice Networks",229948.32,INR,2026-09-25,"INV-B4-044 amended GST amount",CREDIT,"License Revenue"
B4-INV-045,INVOICE,"SET4-PAY-2026-0809-1","CyberCore Security",210016.50,INR,2026-09-01,"INV-B4-045 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-046,INVOICE,"SET4-PAY-2026-0810-2","SkyBridge Co",214722.00,INR,2026-09-04,"INV-B4-046 Support Fees",CREDIT,"Support Fees"
B4-INV-047,INVOICE,"SET4-PAY-2026-0810-3","Orbital Ltd",219427.50,INR,2026-09-07,"INV-B4-047 Project Payment",CREDIT,"Project Payment"
B4-INV-048,INVOICE,"SET4-PAY-2026-0810-4","HorizonNet",224133.00,INR,2026-09-10,"INV-B4-048 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-049,INVOICE,"SET4-PAY-2026-0810-5","Nexus Corp",225230.00,INR,2026-09-13,"INV-B4-049 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-050,INVOICE,"SET4-PAY-2026-0810-1","Vertex Labs",229935.50,INR,2026-09-16,"INV-B4-050 Services",CREDIT,"Services"
B4-INV-051,INVOICE,"SET4-PAY-2026-0811-2","Vanguard Data",234641.00,INR,2026-09-19,"INV-B4-051 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-052,INVOICE,"SET4-PAY-2026-0811-3","Summit Edge",239346.50,INR,2026-09-22,"INV-B4-052 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-053,INVOICE,"SET4-PAY-2026-0811-4","Titan Logistics",244052.00,INR,2026-09-25,"INV-B4-053 Consulting",CREDIT,"Consulting"
B4-INV-054,INVOICE,"SET4-PAY-2026-0811-5","Solstice Networks",248757.50,EUR,2026-09-01,"INV-B4-054 foreign bill (EUR)",DEBIT,"License Revenue"
B4-INV-055,INVOICE,"SET4-PAY-2026-0811-1","CyberCore Security",253463.00,INR,2026-09-04,"INV-B4-055 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-056,INVOICE,"SET4-PAY-2026-0812-2","SkyBridge Co",254560.00,INR,2026-09-04,"INV-B4-056 Support Fees",CREDIT,"Support Fees"
B4-INV-057,INVOICE,"SET4-PAY-2026-0812-3","Orbital Ltd",259265.50,INR,2026-09-10,"INV-B4-057 Project Payment",CREDIT,"Project Payment"
B4-INV-058,INVOICE,"SET4-PAY-2026-0812-4","HorizonNet",263971.00,INR,2026-09-13,"INV-B4-058 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-059,INVOICE,"SET4-PAY-2026-0812-5","Nexus Corp",268676.50,INR,2026-09-16,"INV-B4-059 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-060,INVOICE,"SET4-PAY-2026-0812-1","Vertex Labs",273382.00,INR,2026-09-19,"INV-B4-060 Services",CREDIT,"Services"
B4-INV-061,INVOICE,"SET4-PAY-2026-0813-2","Vanguard Data",278087.50,INR,2026-09-22,"INV-B4-061 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-062,INVOICE,"SET4-PAY-2026-0813-3","Summit Edge",282793.00,INR,2026-09-25,"INV-B4-062 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-063,INVOICE,"SET4-PAY-2026-0813-4","Titan Logistics",283890.00,INR,2026-09-01,"INV-B4-063 Consulting",CREDIT,"Consulting"
B4-INV-064,INVOICE,"SET4-PAY-2026-0813-5","Solstice Networks",288595.50,INR,2026-09-04,"INV-B4-064 License Revenue",CREDIT,"License Revenue"
B4-INV-065,INVOICE,"SET4-PAY-2026-0813-1","CyberCore Security",293301.00,INR,2026-09-07,"INV-B4-065 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-066,INVOICE,"","SkyBridge Co",298006.50,INR,2026-09-10,"INV-B4-066 missing GST/Tax reference",CREDIT,"Support Fees"
B4-INV-067,INVOICE,"SET4-PAY-2026-0814-3","Orbital Ltd",302712.00,INR,2026-09-13,"INV-B4-067 Project Payment",CREDIT,"Project Payment"
B4-INV-068,INVOICE,"SET4-PAY-2026-0814-4","HorizonNet",307417.50,INR,2026-09-16,"INV-B4-068 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-069,INVOICE,"SET4-PAY-2026-0814-5","Nexus Corp",312123.00,INR,2026-09-19,"INV-B4-069 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-070,INVOICE,"SET4-PAY-2026-0814-1","Vertex Labs",313220.00,INR,2026-09-19,"INV-B4-070 Services",CREDIT,"Services"
B4-INV-071,INVOICE,"SET4-PAY-2026-0815-2","Vanguard Data",317925.50,INR,2026-09-25,"INV-B4-071 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-072,INVOICE,"SET4-PAY-2026-0815-3","Summit Edge",322631.00,INR,2026-09-01,"INV-B4-072 SaaS Revenue",DEBIT,"SaaS Revenue"
B4-INV-073,INVOICE,"SET4-PAY-2026-0815-4","Titan Logistics",327336.50,INR,2026-09-04,"INV-B4-073 Consulting",CREDIT,"Consulting"
B4-INV-074,INVOICE,"SET4-PAY-2026-0815-5","Solstice Networks",332042.00,INR,2026-09-07,"INV-B4-074 License Revenue",CREDIT,"License Revenue"
B4-INV-075,INVOICE,"SET4-PAY-2026-0815-1","CyberCore Security",336747.50,INR,2026-09-10,"INV-B4-075 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-076,INVOICE,"SET4-PAY-2026-0816-2","SkyBridge Co",341453.00,INR,2026-09-13,"INV-B4-076 Support Fees",CREDIT,"Support Fees"
B4-INV-077,INVOICE,"SET4-PAY-2026-0816-3","Orbital Ltd",342550.00,INR,2026-09-16,"INV-B4-077 Project Payment",CREDIT,"Project Payment"
B4-INV-078,INVOICE,"SET4-PAY-2026-0816-4","HorizonNet",347255.50,INR,2026-09-19,"INV-B4-078 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-079,INVOICE,"SET4-PAY-2026-0816-5","Nexus Corp",351961.00,INR,2026-09-22,"INV-B4-079 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-080,INVOICE,"SET4-PAY-2026-0816-1","Vertex Labs",356666.50,INR,2026-10-15,"INV-B4-080 future dated invoice",CREDIT,"Services"
B4-INV-081,INVOICE,"SET4-PAY-2026-0817-2","Vanguard Data",361372.00,GBP,2026-09-01,"INV-B4-081 foreign bill (GBP)",CREDIT,"Accounts Receivable"
B4-INV-082,INVOICE,"SET4-PAY-2026-0817-3","Summit Edge",366077.50,INR,2026-09-04,"INV-B4-082 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-083,INVOICE,"SET4-PAY-2026-0817-4","Titan Logistics",370783.00,INR,2026-09-07,"INV-B4-083 Consulting",CREDIT,"Consulting"
B4-INV-084,INVOICE,"SET4-PAY-2026-0817-5","Solstice Networks",371880.00,INR,2026-09-07,"INV-B4-084 License Revenue",CREDIT,"License Revenue"
B4-INV-085,INVOICE,"SET4-PAY-2026-0817-1","CyberCore Security",376585.50,INR,2026-09-13,"INV-B4-085 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-086,INVOICE,"SET4-PAY-2026-0818-2","SkyBridge Co",381291.00,INR,2026-09-16,"INV-B4-086 Support Fees",CREDIT,"Support Fees"
B4-INV-087,INVOICE,"SET4-PAY-2026-0818-3","Orbital Ltd",385996.50,INR,2026-09-19,"INV-B4-087 Project Payment",CREDIT,"Project Payment"
B4-INV-088,INVOICE,"SET4-PAY-2026-0818-4","HorizonNet",437586.24,INR,2026-09-22,"INV-B4-088 amended GST amount",CREDIT,"Wire Transfer"
B4-INV-089,INVOICE,"SET4-PAY-2026-0818-5","Nexus Corp",395407.50,INR,2026-09-25,"INV-B4-089 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-090,INVOICE,"SET4-PAY-2026-0818-1","Vertex Labs",400113.00,INR,2026-09-01,"INV-B4-090 Services",DEBIT,"Services"
B4-INV-091,INVOICE,"SET4-PAY-2026-0819-2","Vanguard Data",401210.00,INR,2026-09-04,"INV-B4-091 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-092,INVOICE,"SET4-PAY-2026-0819-3","Summit Edge",405915.50,INR,2026-09-07,"INV-B4-092 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-093,INVOICE,"SET4-PAY-2026-0819-4","Titan Logistics",410621.00,INR,2026-09-10,"INV-B4-093 Consulting",CREDIT,"Consulting"
B4-INV-094,INVOICE,"SET4-PAY-2026-0819-5","Solstice Networks",415326.50,INR,2026-09-13,"INV-B4-094 License Revenue",CREDIT,"License Revenue"
B4-INV-095,INVOICE,"SET4-PAY-2026-0819-1","CyberCore Security",420032.00,INR,2026-09-16,"INV-B4-095 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-096,INVOICE,"SET4-PAY-2026-0820-2","SkyBridge Co",424737.50,INR,2026-09-19,"INV-B4-096 Support Fees",CREDIT,"Support Fees"
B4-INV-097,INVOICE,"SET4-PAY-2026-0820-3","Orbital Ltd",429443.00,INR,2026-09-22,"INV-B4-097 Project Payment",CREDIT,"Project Payment"
B4-INV-098,INVOICE,"SET4-PAY-2026-0820-4","HorizonNet",430540.00,INR,2026-09-22,"INV-B4-098 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-099,INVOICE,"","Nexus Corp",435245.50,INR,2026-09-01,"INV-B4-099 missing GST/Tax reference",CREDIT,"Vendor Payment"
B4-INV-100,INVOICE,"SET4-PAY-2026-0820-1","Vertex Labs",439951.00,INR,2026-09-04,"INV-B4-100 Services",CREDIT,"Services"
B4-INV-101,INVOICE,"SET4-PAY-2026-0821-2","Vanguard Data",444656.50,INR,2026-09-07,"INV-B4-101 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-102,INVOICE,"SET4-PAY-2026-0821-3","Summit Edge",449362.00,INR,2026-09-10,"INV-B4-102 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-103,INVOICE,"SET4-PAY-2026-0821-4","Titan Logistics",454067.50,INR,2026-09-13,"INV-B4-103 Consulting",CREDIT,"Consulting"
B4-INV-104,INVOICE,"SET4-PAY-2026-0821-5","Solstice Networks",458773.00,INR,2026-09-16,"INV-B4-104 License Revenue",CREDIT,"License Revenue"
B4-INV-105,INVOICE,"SET4-PAY-2026-0821-1","CyberCore Security",459870.00,INR,2026-09-19,"INV-B4-105 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-106,INVOICE,"SET4-PAY-2026-0822-2","SkyBridge Co",464575.50,INR,2026-09-22,"INV-B4-106 Support Fees",CREDIT,"Support Fees"
B4-INV-107,INVOICE,"SET4-PAY-2026-0822-3","Orbital Ltd",469281.00,INR,2026-09-25,"INV-B4-107 Project Payment",CREDIT,"Project Payment"
B4-INV-108,INVOICE,"SET4-PAY-2026-0822-4","HorizonNet",473986.50,EUR,2026-09-01,"INV-B4-108 foreign bill (EUR)",DEBIT,"Wire Transfer"
B4-INV-109,INVOICE,"SET4-PAY-2026-0822-5","Nexus Corp",478692.00,INR,2026-09-04,"INV-B4-109 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-110,INVOICE,"SET4-PAY-2026-0822-1","Vertex Labs",541405.20,INR,2026-09-07,"INV-B4-110 amended GST amount",CREDIT,"Services"
B4-INV-111,INVOICE,"SET4-PAY-2026-0823-2","Vanguard Data",488103.00,INR,2026-09-10,"INV-B4-111 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-112,INVOICE,"SET4-PAY-2026-0823-3","Summit Edge",489200.00,INR,2026-09-10,"INV-B4-112 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-113,INVOICE,"SET4-PAY-2026-0823-4","Titan Logistics",493905.50,INR,2026-09-16,"INV-B4-113 Consulting",CREDIT,"Consulting"
B4-INV-114,INVOICE,"SET4-PAY-2026-0823-5","Solstice Networks",498611.00,INR,2026-09-19,"INV-B4-114 License Revenue",CREDIT,"License Revenue"
B4-INV-115,INVOICE,"SET4-PAY-2026-0823-1","CyberCore Security",503316.50,INR,2026-09-22,"INV-B4-115 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-116,INVOICE,"SET4-PAY-2026-0824-2","SkyBridge Co",508022.00,INR,2026-09-25,"INV-B4-116 Support Fees",CREDIT,"Support Fees"
B4-INV-117,INVOICE,"SET4-PAY-2026-0824-3","Orbital Ltd",512727.50,INR,2026-09-01,"INV-B4-117 Project Payment",CREDIT,"Project Payment"
B4-INV-118,INVOICE,"SET4-PAY-2026-0824-4","HorizonNet",517433.00,INR,2026-09-04,"INV-B4-118 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-119,INVOICE,"SET4-PAY-2026-0824-5","Nexus Corp",518530.00,INR,2026-09-07,"INV-B4-119 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-120,INVOICE,"SET4-PAY-2026-0824-1","Vertex Labs",523235.50,INR,2026-10-15,"INV-B4-120 future dated invoice",CREDIT,"Services"
B4-INV-121,INVOICE,"SET4-PAY-2026-0825-2","Vanguard Data",527941.00,INR,2026-09-13,"INV-B4-121 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-122,INVOICE,"SET4-PAY-2026-0825-3","Summit Edge",532646.50,INR,2026-09-16,"INV-B4-122 SaaS Revenue",CREDIT,"SaaS Revenue"
B4-INV-123,INVOICE,"SET4-PAY-2026-0825-4","Titan Logistics",537352.00,INR,2026-09-19,"INV-B4-123 Consulting",CREDIT,"Consulting"
B4-INV-124,INVOICE,"SET4-PAY-2026-0825-5","Solstice Networks",542057.50,INR,2026-09-22,"INV-B4-124 License Revenue",CREDIT,"License Revenue"
B4-INV-125,INVOICE,"SET4-PAY-2026-0825-1","CyberCore Security",546763.00,INR,2026-09-25,"INV-B4-125 Enterprise Contract",CREDIT,"Enterprise Contract"
B4-INV-126,INVOICE,"SET4-PAY-2026-0826-2","SkyBridge Co",547860.00,INR,2026-09-01,"INV-B4-126 Support Fees",DEBIT,"Support Fees"
B4-INV-127,INVOICE,"SET4-PAY-2026-0826-3","Orbital Ltd",552565.50,INR,2026-09-04,"INV-B4-127 Project Payment",CREDIT,"Project Payment"
B4-INV-128,INVOICE,"SET4-PAY-2026-0826-4","HorizonNet",557271.00,INR,2026-09-07,"INV-B4-128 Wire Transfer",CREDIT,"Wire Transfer"
B4-INV-129,INVOICE,"SET4-PAY-2026-0826-5","Nexus Corp",561976.50,INR,2026-09-10,"INV-B4-129 Vendor Payment",CREDIT,"Vendor Payment"
B4-INV-130,INVOICE,"SET4-PAY-2026-0826-1","Vertex Labs",566682.00,INR,2026-09-13,"INV-B4-130 Services",CREDIT,"Services"
B4-INV-131,INVOICE,"SET4-PAY-2026-0827-2","Vanguard Data",21387.50,INR,2026-09-16,"INV-B4-131 Accounts Receivable",CREDIT,"Accounts Receivable"
B4-INV-132,INVOICE,"","Summit Edge",26093.00,INR,2026-09-19,"INV-B4-132 missing GST/Tax reference",CREDIT,"SaaS Revenue"
B4-INV-133,INVOICE,"SET4-PAY-2026-0827-4","Titan Logistics",27190.00,INR,2026-09-22,"INV-B4-133 Consulting",CREDIT,"Consulting"
B4-INV-134,INVOICE,"SET4-PAY-2026-0827-5","Solstice Networks",31895.50,INR,2026-09-25,"INV-B4-134 License Revenue",CREDIT,"License Revenue"
B4-INV-135,INVOICE,"SET4-PAY-2026-0827-1","CyberCore Security",36601.00,GBP,2026-09-01,"INV-B4-135 foreign bill (GBP)",CREDIT,"Enterprise Contract"
B4-INV-136,INVOICE,"SET4-PAY-2026-0828-2","SkyBridge Co",41306.50,INR,2026-09-04,"INV-B4-136 Support Fees",CREDIT,"Support Fees"
